ID,experimental_replicate,concentration,ecuatorial,polar
45,1,1000,84,84
46,1,1000,84,84
46,1,1000,84,84
46,1,1000,84,84
47,1,1000,84,84
47,1,1000,84,84
47,1,1000,84,84
49,1,1000,84,84
49,1,1000,84,84
49,1,1000,84,84
2,1,2000,68.43,68.43
2,1,2000,69.47,69.47
2,1,2000,67.28,67.28
6,1,2000,75.05,75.05
6,1,2000,70.45,70.45
6,1,2000,80.55,80.55
16,1,2000,64.61,64.61
16,1,2000,66.64,66.64
16,1,2000,62.1,62.1
17,1,2000,62.06,62.06
17,1,2000,61.44,61.44
17,1,2000,59.97,59.97
19,1,2000,70.72,70.72
19,1,2000,65.07,65.07
19,1,2000,66.37,66.37
21,1,2000,71.7,71.7
21,1,2000,66.37,66.37
21,1,2000,67.85,67.85
22,1,2000,72.85,72.85
22,1,2000,60.36,60.36
22,1,2000,63.7,63.7
23,1,2000,70.71,70.71
23,1,2000,73.75,73.75
23,1,2000,62.54,62.54
26,1,2000,68.23,68.23
26,1,2000,77.22,77.22
26,1,2000,68.03,68.03
27,1,2000,47.81,47.81
27,1,2000,43.37,43.37
27,1,2000,41.78,41.78
29,1,2000,55.72,55.72
29,1,2000,50.1,50.1
29,1,2000,59.4,59.4
30,1,2000,51.06,51.06
30,1,2000,52.06,52.06
30,1,2000,52.59,52.59
32,1,2000,56.33,56.33
32,1,2000,52.74,52.74
32,1,2000,56.21,56.21
36,1,2000,67.61,67.61
36,1,2000,72.33,72.33
36,1,2000,72.35,72.35
37,1,2000,64.62,64.62
37,1,2000,68.6,68.6
37,1,2000,61.61,61.61
39,1,2000,63.95,63.95
39,1,2000,71.26,71.26
39,1,2000,67.72,67.72
40,1,2000,63.6,63.6
40,1,2000,69.16,69.16
40,1,2000,65.34,65.34
45,1,2000,57.75,57.75
45,1,2000,62.07,62.07
45,1,2000,61.29,61.29
46,1,2000,66.69,66.69
46,1,2000,60.94,60.94
46,1,2000,59.29,59.29
47,1,2000,69.93,69.93
47,1,2000,64.11,64.11
47,1,2000,80.33,80.33
49,1,2000,59.8,59.8
49,1,2000,63.45,63.45
49,1,2000,64.4,64.4
2,2,0,84,84
2,2,0,84,84
2,2,0,84,84
6,2,0,84,84
6,2,0,84,84
6,2,0,84,84
16,2,0,84,84
16,2,0,84,84
16,2,0,84,84
17,2,0,84,84
17,2,0,84,84
17,2,0,84,84
19,2,0,84,84
19,2,0,84,84
19,2,0,84,84
21,2,0,84,84
21,2,0,84,84
21,2,0,84,84
22,2,0,84,84
22,2,0,84,84
22,2,0,84,84
23,2,0,84,84
23,2,0,84,84
23,2,0,84,84
26,2,0,84,84
26,2,0,84,84
26,2,0,84,84
27,2,0,84,84
27,2,0,84,84
27,2,0,84,84
29,2,0,84,84
29,2,0,84,84
29,2,0,84,84
30,2,0,84,84
30,2,0,84,84
30,2,0,84,84
32,2,0,84,84
32,2,0,84,84
32,2,0,84,84
36,2,0,84,84
36,2,0,84,84
36,2,0,84,84
37,2,0,84,84
37,2,0,84,84
37,2,0,84,84
39,2,0,84,84
39,2,0,84,84
39,2,0,84,84
40,2,0,84,84
40,2,0,84,84
40,2,0,84,84
45,2,0,84,84
45,2,0,84,84
45,2,0,84,84
46,2,0,84,84
46,2,0,84,84
46,2,0,84,84
47,2,0,84,84
47,2,0,84,84
47,2,0,84,84
49,2,0,84,84
49,2,0,84,84
49,2,0,84,84
2,2,1,84,84
2,2,1,84,84
2,2,1,84,84
6,2,1,84,84
6,2,1,84,84
6,2,1,84,84
16,2,1,84,84
16,2,1,84,84
16,2,1,84,84
17,2,1,84,84
17,2,1,84,84
17,2,1,84,84
19,2,1,84,84
19,2,1,84,84
19,2,1,84,84
21,2,1,84,84
21,2,1,84,84
21,2,1,84,84
22,2,1,84,84
22,2,1,84,84
22,2,1,84,84
23,2,1,84,84
23,2,1,84,84
23,2,1,84,84
26,2,1,84,84
26,2,1,84,84
26,2,1,84,84
27,2,1,84,84
27,2,1,84,84
27,2,1,84,84
29,2,1,84,84
29,2,1,84,84
29,2,1,84,84
30,2,1,84,84
30,2,1,84,84
30,2,1,84,84
32,2,1,84,84
32,2,1,84,84
32,2,1,84,84
36,2,1,84,84
36,2,1,84,84
36,2,1,84,84
37,2,1,84,84
37,2,1,84,84
37,2,1,84,84
39,2,1,84,84
39,2,1,84,84
39,2,1,84,84
40,2,1,84,84
40,2,1,84,84
40,2,1,84,84
45,2,1,84,84
45,2,1,84,84
45,2,1,84,84
46,2,1,84,84
46,2,1,84,84
46,2,1,84,84
47,2,1,84,84
47,2,1,84,84
47,2,1,84,84
49,2,1,84,84
49,2,1,84,84
49,2,1,84,84
2,2,5,84,84
2,2,5,84,84
2,2,5,84,84
6,2,5,84,84
6,2,5,84,84
6,2,5,84,84
16,2,5,84,84
16,2,5,84,84
16,2,5,84,84
17,2,5,84,84
17,2,5,84,84
17,2,5,84,84
19,2,5,84,84
19,2,5,84,84
19,2,5,84,84
21,2,5,84,84
21,2,5,84,84
21,2,5,84,84
22,2,5,84,84
22,2,5,84,84
22,2,5,84,84
23,2,5,84,84
23,2,5,84,84
23,2,5,84,84
26,2,5,84,84
26,2,5,84,84
26,2,5,84,84
27,2,5,84,84
27,2,5,84,84
27,2,5,84,84
29,2,5,84,84
29,2,5,84,84
29,2,5,84,84
30,2,5,84,84
30,2,5,84,84
30,2,5,84,84
32,2,5,84,84
32,2,5,84,84
32,2,5,84,84
36,2,5,84,84
36,2,5,84,84
36,2,5,84,84
37,2,5,84,84
37,2,5,84,84
37,2,5,84,84
39,2,5,84,84
39,2,5,84,84
39,2,5,84,84
40,2,5,84,84
40,2,5,84,84
40,2,5,84,84
45,2,5,84,84
45,2,5,84,84
45,2,5,84,84
46,2,5,84,84
46,2,5,84,84
46,2,5,84,84
47,2,5,84,84
47,2,5,84,84
47,2,5,84,84
49,2,5,84,84
49,2,5,84,84
49,2,5,84,84
2,2,10,84,84
2,2,10,84,84
2,2,10,84,84
6,2,10,84,84
6,2,10,84,84
6,2,10,84,84
16,2,10,84,84
16,2,10,84,84
16,2,10,84,84
17,2,10,84,84
17,2,10,84,84
17,2,10,84,84
19,2,10,84,84
19,2,10,84,84
19,2,10,84,84
21,2,10,84,84
21,2,10,84,84
21,2,10,84,84
22,2,10,84,84
22,2,10,84,84
22,2,10,84,84
23,2,10,84,84
23,2,10,84,84
23,2,10,84,84
26,2,10,84,84
26,2,10,84,84
26,2,10,84,84
27,2,10,84,84
27,2,10,84,84
27,2,10,84,84
29,2,10,84,84
29,2,10,84,84
29,2,10,84,84
30,2,10,84,84
30,2,10,84,84
30,2,10,84,84
32,2,10,84,84
32,2,10,84,84
32,2,10,84,84
36,2,10,84,84
36,2,10,84,84
36,2,10,84,84
37,2,10,84,84
37,2,10,84,84
37,2,10,84,84
39,2,10,84,84
39,2,10,84,84
39,2,10,84,84
40,2,10,84,84
40,2,10,84,84
40,2,10,84,84
45,2,10,84,84
45,2,10,84,84
45,2,10,84,84
46,2,10,84,84
46,2,10,84,84
46,2,10,84,84
47,2,10,84,84
47,2,10,84,84
47,2,10,84,84
49,2,10,84,84
49,2,10,84,84
49,2,10,84,84
2,2,50,84,84
2,2,50,84,84
2,2,50,84,84
6,2,50,84,84
6,2,50,84,84
6,2,50,84,84
16,2,50,84,84
16,2,50,84,84
16,2,50,84,84
17,2,50,84,84
17,2,50,84,84
17,2,50,84,84
19,2,50,84,84
19,2,50,84,84
19,2,50,84,84
21,2,50,84,84
21,2,50,84,84
21,2,50,84,84
22,2,50,84,84
22,2,50,84,84
22,2,50,84,84
23,2,50,84,84
23,2,50,84,84
23,2,50,84,84
26,2,50,84,84
26,2,50,84,84
26,2,50,84,84
27,2,50,84,84
27,2,50,84,84
27,2,50,84,84
29,2,50,84,84
29,2,50,84,84
29,2,50,84,84
30,2,50,84,84
30,2,50,84,84
30,2,50,84,84
32,2,50,84,84
32,2,50,84,84
32,2,50,84,84
36,2,50,84,84
36,2,50,84,84
36,2,50,84,84
37,2,50,84,84
37,2,50,84,84
37,2,50,84,84
39,2,50,84,84
39,2,50,84,84
39,2,50,84,84
40,2,50,84,84
40,2,50,84,84
40,2,50,84,84
45,2,50,84,84
45,2,50,84,84
45,2,50,84,84
46,2,50,84,84
46,2,50,84,84
46,2,50,84,84
47,2,50,84,84
47,2,50,84,84
47,2,50,84,84
49,2,50,84,84
49,2,50,84,84
49,2,50,84,84
2,2,100,84,84
2,2,100,84,84
2,2,100,84,84
6,2,100,84,84
6,2,100,84,84
6,2,100,84,84
16,2,100,84,84
16,2,100,84,84
16,2,100,84,84
17,2,100,84,84
17,2,100,84,84
17,2,100,84,84
19,2,100,84,84
19,2,100,84,84
19,2,100,84,84
21,2,100,84,84
21,2,100,84,84
21,2,100,84,84
22,2,100,84,84
22,2,100,84,84
22,2,100,84,84
23,2,100,84,84
23,2,100,84,84
23,2,100,84,84
26,2,100,84,84
26,2,100,84,84
26,2,100,84,84
27,2,100,84,84
27,2,100,84,84
27,2,100,84,84
29,2,100,84,84
29,2,100,84,84
29,2,100,84,84
30,2,100,84,84
30,2,100,84,84
30,2,100,84,84
32,2,100,84,84
32,2,100,84,84
32,2,100,84,84
36,2,100,84,84
36,2,100,84,84
36,2,100,84,84
37,2,100,84,84
37,2,100,84,84
37,2,100,84,84
39,2,100,84,84
39,2,100,84,84
39,2,100,84,84
40,2,100,84,84
40,2,100,84,84
40,2,100,84,84
45,2,100,84,84
45,2,100,84,84
45,2,100,84,84
46,2,100,84,84
46,2,100,84,84
46,2,100,84,84
47,2,100,84,84
47,2,100,84,84
47,2,100,84,84
49,2,100,84,84
49,2,100,84,84
49,2,100,84,84
2,2,500,84,84
2,2,500,84,84
2,2,500,84,84
6,2,500,84,84
6,2,500,84,84
6,2,500,84,84
16,2,500,84,84
16,2,500,84,84
16,2,500,84,84
17,2,500,84,84
17,2,500,84,84
17,2,500,84,84
19,2,500,84,84
19,2,500,84,84
19,2,500,84,84
21,2,500,84,84
21,2,500,84,84
21,2,500,84,84
22,2,500,84,84
22,2,500,84,84
22,2,500,84,84
23,2,500,84,84
23,2,500,84,84
23,2,500,84,84
26,2,500,84,84
26,2,500,84,84
26,2,500,84,84
27,2,500,84,84
27,2,500,84,84
27,2,500,84,84
29,2,500,84,84
29,2,500,84,84
29,2,500,84,84
30,2,500,84,84
30,2,500,84,84
30,2,500,84,84
32,2,500,84,84
32,2,500,84,84
32,2,500,84,84
36,2,500,84,84
36,2,500,84,84
36,2,500,84,84
37,2,500,84,84
37,2,500,84,84
37,2,500,84,84
39,2,500,84,84
39,2,500,84,84
39,2,500,84,84
40,2,500,84,84
40,2,500,79.82,84
40,2,500,84,84
45,2,500,84,84
45,2,500,84,84
45,2,500,84,84
46,2,500,84,84
46,2,500,84,84
46,2,500,84,84
47,2,500,84,84
47,2,500,84,84
47,2,500,84,84
49,2,500,84,84
49,2,500,84,84
49,2,500,84,84
2,2,1000,84,84
2,2,1000,84,84
2,2,1000,84,84
6,2,1000,84,84
6,2,1000,84,84
6,2,1000,84,84
16,2,1000,84,84
16,2,1000,84,84
16,2,1000,84,84
17,2,1000,84,84
17,2,1000,84,84
17,2,1000,84,84
19,2,1000,84,84
19,2,1000,84,84
19,2,1000,84,84
21,2,1000,83.17,83.17
21,2,1000,84,84
21,2,1000,84,84
22,2,1000,84,84
22,2,1000,84,84
22,2,1000,84,84
23,2,1000,84,84
23,2,1000,84,84
23,2,1000,84,84
26,2,1000,84,84
26,2,1000,84,84
26,2,1000,84,84
27,2,1000,63.32,63.32
27,2,1000,62.42,62.42
27,2,1000,65.17,65.17
29,2,1000,82.9,82.9
29,2,1000,81.43,81.43
29,2,1000,84,84
30,2,1000,66.9,66.9
30,2,1000,80.18,80.18
30,2,1000,79.38,79.38
32,2,1000,75.65,75.65
32,2,1000,78.26,78.26
32,2,1000,79.13,79.13
36,2,1000,84,84
36,2,1000,84,84
36,2,1000,84,84
37,2,1000,84,84
37,2,1000,84,84
37,2,1000,84,84
39,2,1000,84,84
39,2,1000,84,84
39,2,1000,84,84
40,2,1000,84,84
40,2,1000,84,84
40,2,1000,84,84
45,2,1000,84,84
45,2,1000,84,84
45,2,1000,84,84
46,2,1000,84,84
46,2,1000,84,84
46,2,1000,84,84
47,2,1000,84,84
47,2,1000,84,84
47,2,1000,84,84
49,2,1000,84,84
49,2,1000,84,84
49,2,1000,84,84
2,2,2000,70.64,70.64
2,2,2000,71.33,71.33
2,2,2000,70.26,70.26
6,2,2000,76.06,76.06
6,2,2000,58.62,58.62
6,2,2000,69.73,69.73
16,2,2000,65.11,65.11
16,2,2000,63.74,63.74
16,2,2000,67.18,67.18
17,2,2000,64.01,64.01
17,2,2000,57.95,57.95
17,2,2000,60.78,60.78
19,2,2000,64.47,64.47
19,2,2000,64.3,64.3
19,2,2000,63.39,63.39
21,2,2000,67.59,67.59
21,2,2000,61.65,61.65
21,2,2000,64.67,64.67
22,2,2000,63.45,63.45
22,2,2000,75.75,75.75
22,2,2000,72.25,72.25
23,2,2000,72.1,72.1
23,2,2000,73.78,73.78
23,2,2000,71.35,71.35
26,2,2000,69.29,69.29
26,2,2000,76.57,76.57
26,2,2000,65.93,65.93
27,2,2000,41.77,41.77
27,2,2000,38.39,38.39
27,2,2000,40.74,40.74
29,2,2000,67.61,67.61
29,2,2000,52.97,52.97
29,2,2000,51.87,51.87
30,2,2000,50.88,50.88
30,2,2000,42.28,42.28
30,2,2000,49.73,49.73
32,2,2000,56.21,56.21
32,2,2000,66.16,66.16
32,2,2000,59.45,59.45
36,2,2000,63.53,63.53
36,2,2000,71.45,71.45
36,2,2000,68.38,68.38
37,2,2000,68.12,68.12
37,2,2000,67.42,67.42
37,2,2000,67.16,67.16
39,2,2000,68.99,68.99
39,2,2000,68.32,68.32
39,2,2000,71.34,71.34
40,2,2000,65.55,65.55
40,2,2000,75.45,75.45
40,2,2000,72.18,72.18
45,2,2000,57.28,57.28
45,2,2000,50.99,50.99
45,2,2000,51.64,51.64
46,2,2000,63.5,63.5
46,2,2000,60.63,60.63
46,2,2000,62.76,62.76
47,2,2000,68.13,68.13
47,2,2000,68.42,68.42
47,2,2000,65.87,65.87
49,2,2000,63.59,63.59
49,2,2000,62.8,62.8
49,2,2000,61.76,61.76
