"","      ID"," Estimate.10","    SE.10","     EC50","    SE.50"," Estimate.90","    SE.90"
"","7      :1  ","Min.   :0.1055  ","Min.   :0.03418  ","Min.   : 448.7  ","Min.   : 69.78  ","Min.   : 693689  ","Min.   : 352083  "
"","20     :1  ","1st Qu.:0.2340  ","1st Qu.:0.09370  ","1st Qu.: 678.8  ","1st Qu.:155.00  ","1st Qu.:1195731  ","1st Qu.:1154316  "
"","26     :1  ","Median :0.3253  ","Median :0.20133  ","Median : 869.7  ","Median :254.83  ","Median :2434676  ","Median :1627051  "
"","27     :1  ","Mean   :0.4382  ","Mean   :0.20552  ","Mean   : 862.9  ","Mean   :229.26  ","Mean   :2268896  ","Mean   :2097469  "
"","40     :1  ","3rd Qu.:0.5279  ","3rd Qu.:0.28256  ","3rd Qu.:1016.4  ","3rd Qu.:316.59  ","3rd Qu.:2807787  ","3rd Qu.:2167737  "
"","42     :1  ","Max.   :1.0836  ","Max.   :0.43061  ","Max.   :1418.8  ","Max.   :344.82  ","Max.   :4676927  ","Max.   :6260204  "
"","(Other):2  ",NA,NA,NA,NA,NA,NA
