"","ID","Estimate.10","SE.10","EC50","SE.50","Estimate.90","SE.90"
"1","7",0.0177158464566028,0.00426290741842743,24.8865952142983,2.0028246607195,34959.809731784,3519.09780086374
"2","20",0.322320424859865,0.0578514883233802,72.4765436369818,4.36628730590076,16296.9795657446,1467.57509535668
"3","26",0.0915498822820678,0.0150516631101249,52.3931505094323,2.73546711188527,29984.11523727,2398.62153614901
"4","27",0.173569098624164,0.0486198822930487,80.3266351002532,7.0480215151892,37174.637407669,5467.64089916255
"5","40",0.210624266760105,0.0380555353709846,101.924480025806,5.82469185203291,49322.8999123984,4807.23008995617
"6","42",0.33252634560804,0.088498461265643,126.380432707151,10.3196858889395,48032.3258057679,7454.87551658493
"7","43",0.242728011294063,0.0631587789227619,156.471024164934,11.5288602739293,100866.732573202,15465.3003642965
"8","44",0.0891966853742622,0.0338361986441927,64.6286580525309,7.55497616484968,46827.563425089,9157.05995875719
