"","      ID"," Estimate.10","    SE.10","     EC50","    SE.50"," Estimate.90","    SE.90"
"","2      : 1  ","Min.   : 670.2  ","Min.   : 25.07  ","Min.   : 1907  ","Min.   :   14.03  ","Min.   :  3687  ","Min.   :   105.6  "
"","6      : 1  ","1st Qu.:1337.1  ","1st Qu.: 34.16  ","1st Qu.: 2932  ","1st Qu.:   71.07  ","1st Qu.:  6118  ","1st Qu.:   415.4  "
"","16     : 1  ","Median :1408.6  ","Median : 47.59  ","Median : 3491  ","Median :  110.40  ","Median :  7440  ","Median :   617.0  "
"","17     : 1  ","Mean   :1448.3  ","Mean   : 65.72  ","Mean   : 5135  ","Mean   :  767.03  ","Mean   : 28104  ","Mean   : 13304.1  "
"","19     : 1  ","3rd Qu.:1548.2  ","3rd Qu.: 68.91  ","3rd Qu.: 4982  ","3rd Qu.:  433.35  ","3rd Qu.: 17886  ","3rd Qu.:  3457.3  "
"","21     : 1  ","Max.   :2371.0  ","Max.   :326.78  ","Max.   :27931  ","Max.   :10695.80  ","Max.   :329034  ","Max.   :231753.1  "
"","(Other):15  ",NA,NA,NA,NA,NA,NA
