"","ID","Estimate.10","SE.10","EC50","SE.50","Estimate.90","SE.90"
"1","2",NA,NA,NA,NA,NA,NA
"2","3",NA,NA,NA,NA,NA,NA
"3","4",NA,NA,NA,NA,NA,NA
"4","8",0.0359469081407964,0.022676218954197,0.0452753249018064,0.00859514196107561,0.0570245161819003,0.0143331839162122
"5","12",NA,NA,NA,NA,NA,NA
"6","13",NA,NA,NA,NA,NA,NA
"7","41",NA,NA,NA,NA,NA,NA
"8","42",NA,NA,NA,NA,NA,NA
"9","43",NA,NA,NA,NA,NA,NA
"10","44",0.00803694713842218,0.00523889389720959,0.0641110310099649,0.0124112917891434,0.511416116887338,0.287275548740349
"11","46",NA,NA,NA,NA,NA,NA
"12","47",NA,NA,NA,NA,NA,NA
"13","48",NA,NA,NA,NA,NA,NA
"14","50",NA,NA,NA,NA,NA,NA
"15","52",0.000363079692231288,0.000253873754401425,0.0270989784246293,0.00673539705503947,2.02257148326194,0.689990299814766
"16","54",0.00375779610750656,0.0036932728204787,1.02834176335344,0.410868372840985,281.411431595353,259.030273256176
"17","59",4.79023734978912e-06,7.32908898593479e-06,0.153483130977058,0.0581638205839383,4917.72531804879,5697.45390612129
"18","60",NA,NA,NA,NA,NA,NA
"19","61",0.0127119457835552,0.00149543467295186,0.0559297140332923,0.00222182151956742,0.246078213761151,0.0211917041030626
"20","62",NA,NA,NA,NA,NA,NA
"21","63",0.000574023420807785,0.000489261146273683,4.43720014634814,1.25856728770063,34299.5502013582,33084.7963290694
"22","64",NA,NA,NA,NA,NA,NA
"23","66",0.0385015537450869,0.0102669232650215,0.047140062638766,0.00283495328331469,0.057716774764456,0.0084613373643801
"24","73",NA,NA,NA,NA,NA,NA
"25","76",0.0413166770618779,0.0126653359527312,0.0500387812634776,0.000139784939483551,0.0606021541031535,0.0187270382133861
"26","77",0.040156715183668,0.00970181007774022,0.121182625263933,0.0167475143297156,0.365697956087586,0.136970236239924
"27","78",NA,NA,NA,NA,NA,NA
"28","79",NA,NA,NA,NA,NA,NA
"29","80",NA,NA,NA,NA,NA,NA
"30","82",NA,NA,NA,NA,NA,NA
"31","91",0.00156117715919835,0.00108406962884554,0.278608948973036,0.0742876413646204,49.7207802397766,25.0154465856267
"32","92",0.00280471139256478,0.00225685254949844,0.466412577464984,0.148511093460926,77.562594495186,52.5997700272768
"33","95",0.0337433026086508,0.0190517496787327,0.67710469389191,0.177798001778535,13.5870152310734,7.31772675274172
"34","97",0.00435327516769917,0.0035910035215089,1.84689455586807,0.595761380289301,783.552467761406,624.142587389552
"35","98",1.17886972955503e-05,1.34691356700393e-05,0.0518314995501864,0.0175637948066373,227.88814389483,157.563383527295
"36","100",0.361635204733081,0.0585257677894275,0.733062329874346,0.0466458121436717,1.48597363433529,0.223292860390841
"37","101",0.00169021105058014,0.00156899326764666,0.657902588325589,0.229265721018322,256.0838870252,207.176000863809
"38","102",7.39229736113304e-07,1.49312776077735e-06,0.0988307570660491,0.0462052280103603,13213.1028624521,19512.821344825
"39","104",0.00367906266156513,0.00409344717336876,2.25624058419697,0.993186920254989,1383.67351743117,1577.53281509818
"40","105",0.00629133699970707,0.00466500356656262,1.23049224132933,0.324592345209473,240.666039037837,134.333630720316
"41","108",0.325767681439796,0.113379295994961,1.48483501554782,0.328762098886762,6.7678138409944,3.15776761282764
"42","111",0.0188716088939108,0.0110171353578354,4.58844470147487,0.995785912777836,1115.63486170414,648.522436884171
"43","116",0.698943924777537,0.243289281323393,4.73080668214298,0.636085938337871,32.0204970247535,9.40660329356817
"44","124",0.441190973938854,0.313464461411506,4.05304170254841,1.01274024438096,37.2336426013856,20.4152165811447
"45","126",0.0191899952778152,0.0118850239835301,2.78365523445711,0.722158572762249,403.790431010604,239.979849720436
"46","128",0.00503119124736671,0.00257394412555336,0.849198783466558,0.165560490023807,143.333564236605,56.1029626357404
"47","129",0.0052150782960417,0.00535316921839934,2.23377368164788,0.87304417550728,956.7919362994,928.392707282704
"48","134",0.00208504208939726,0.00138883100572782,0.637552314342516,0.157064694475088,194.9471214948,102.935486202861
"49","135",0.00182885391912866,0.000972800160957577,0.140263029558213,0.0300496948092141,10.7574023573307,3.76461951846196
"50","138",0.00307276183724776,0.00102149578943955,0.23440813174839,0.031857244973639,17.8820146630648,4.1356994182873
"51","140",0.0144868949605426,0.00841303416341789,1.54379203065433,0.373348691808946,164.51377886035,82.1785010249504
"52","151",0.309821656819442,0.0910598929545772,2.04292766960213,0.337059386970191,13.4708254615598,4.06005109040994
"53","152",0.00497543776410058,0.00500504364233651,4.77832904702145,1.75820076082302,4589.02905918197,4948.18013750837
"54","162",0.00604958804896924,0.0051306078428356,3.50574678386678,1.128836075908,2031.58635151799,1763.23013092741
"55","168",0.0219821547889854,0.0141432167205325,10.2527801449179,2.53940104919736,4782.03805355311,3624.74658126247
"56","169",0.0763218891319948,0.0474566729203224,22.3336611409964,6.59937553919968,6535.37832505973,5752.26227397657
"57","170",0.166009125953336,0.0617114784983312,18.8407554121909,2.94569270422453,2138.28042563024,1084.36925984589
"58","171",0.120469722857544,0.0600393399515138,18.7928539957703,4.36008578857315,2931.61927270278,2015.28550520948
"59","172",0.0573631099652356,0.0214380819378485,2.74897403812903,0.421710096458848,131.737248327143,42.1527999488012
"60","173",0.0352059601087288,0.0135561242995056,1.62042712076698,0.268896189454753,74.5835093151216,23.9384808338256
"61","174",0.0495997933830174,0.0147530851135788,2.16466995830933,0.263738781466831,94.4720876601732,22.8750782668579
